condition,N,treatment,placement,repeat,iters,n_access,base_cyc,base_ns,base_cyc_iter,base_ns_iter,base_cyc_op,base_gate
hit,4,dmb_sy,after_every,6,1000000,4000000,12140793,3778240,12.141,3.778,3.0352,PASS
hit,4,dmb_sy,after_every,7,1000000,4000000,12168037,3786208,12.168,3.786,3.0420,PASS
hit,4,dmb_sy,after_every,8,1000000,4000000,12162590,3785792,12.163,3.786,3.0406,PASS
hit,4,dmb_sy,after_every,9,1000000,4000000,12091854,3763680,12.092,3.764,3.0230,PASS
hit,4,dmb_sy,after_group,0,1000000,4000000,12181455,3799008,12.181,3.799,3.0454,PASS
hit,4,dmb_sy,after_group,1,1000000,4000000,12203638,3812192,12.204,3.812,3.0509,PASS
hit,4,dmb_sy,after_group,2,1000000,4000000,12123029,3774560,12.123,3.775,3.0308,PASS
hit,4,dmb_sy,after_group,3,1000000,4000000,12181157,3789728,12.181,3.790,3.0453,PASS
hit,4,dmb_sy,after_group,4,1000000,4000000,12164410,3784224,12.164,3.784,3.0411,PASS
hit,4,dmb_sy,after_group,5,1000000,4000000,12139926,3783168,12.140,3.783,3.0350,PASS
hit,4,dmb_sy,after_group,6,1000000,4000000,12128768,3773472,12.129,3.773,3.0322,PASS
hit,4,dmb_sy,after_group,7,1000000,4000000,12147140,3779360,12.147,3.779,3.0368,PASS
hit,4,dmb_sy,after_group,8,1000000,4000000,12140659,3778016,12.141,3.778,3.0352,PASS
hit,4,dmb_sy,after_group,9,1000000,4000000,12139730,3776096,12.140,3.776,3.0349,PASS
hit,4,stlr,after_every,0,1000000,4000000,11593418,3647968,11.593,3.648,2.8984,PASS
hit,4,stlr,after_every,1,1000000,4000000,12120871,3771008,12.121,3.771,3.0302,PASS
hit,4,stlr,after_every,2,1000000,4000000,12200509,3805024,12.201,3.805,3.0501,PASS
hit,4,stlr,after_every,3,1000000,4000000,11846479,3689568,11.846,3.690,2.9616,PASS
hit,4,stlr,after_every,4,1000000,4000000,12022744,3744096,12.023,3.744,3.0057,PASS
hit,4,stlr,after_every,5,1000000,4000000,12075948,3758976,12.076,3.759,3.0190,PASS
hit,4,stlr,after_every,6,1000000,4000000,12154453,3784704,12.154,3.785,3.0386,PASS
hit,4,stlr,after_every,7,1000000,4000000,11980352,3729536,11.980,3.730,2.9951,PASS
hit,4,stlr,after_every,8,1000000,4000000,12047031,3748288,12.047,3.748,3.0118,PASS
hit,4,stlr,after_every,9,1000000,4000000,11850972,3689248,11.851,3.689,2.9627,PASS
hit,4,stlr,after_group,0,1000000,4000000,12034683,3762496,12.035,3.762,3.0087,PASS
hit,4,stlr,after_group,1,1000000,4000000,12194202,3804544,12.194,3.805,3.0486,PASS
hit,4,stlr,after_group,2,1000000,4000000,12029279,3743552,12.029,3.744,3.0073,PASS
hit,4,stlr,after_group,3,1000000,4000000,12086479,3762496,12.086,3.762,3.0216,PASS
hit,4,stlr,after_group,4,1000000,4000000,12300614,3830144,12.301,3.830,3.0752,PASS
hit,4,stlr,after_group,5,1000000,4000000,12303624,3829536,12.304,3.830,3.0759,PASS
hit,4,stlr,after_group,6,1000000,4000000,12082576,3762272,12.083,3.762,3.0206,PASS
hit,4,stlr,after_group,7,1000000,4000000,11851127,3688288,11.851,3.688,2.9628,PASS
hit,4,stlr,after_group,8,1000000,4000000,11759043,3661600,11.759,3.662,2.9398,PASS
hit,4,stlr,after_group,9,1000000,4000000,12109286,3768416,12.109,3.768,3.0273,PASS
hit,8,dmb_ish,after_every,0,1000000,8000000,24438084,7596896,24.438,7.597,3.0548,PASS
hit,8,dmb_ish,after_every,1,1000000,8000000,24514506,7618400,24.515,7.618,3.0643,PASS
hit,8,dmb_ish,after_every,2,1000000,8000000,24527394,7634304,24.527,7.634,3.0659,PASS
hit,8,dmb_ish,after_every,3,1000000,8000000,24488798,7609120,24.489,7.609,3.0611,PASS
hit,8,dmb_ish,after_every,4,1000000,8000000,24540331,7624384,24.540,7.624,3.0675,PASS
hit,8,dmb_ish,after_every,5,1000000,8000000,24493562,7610880,24.494,7.611,3.0617,PASS
hit,8,dmb_ish,after_every,6,1000000,8000000,24534458,7621248,24.534,7.621,3.0668,PASS
hit,8,dmb_ish,after_every,7,1000000,8000000,24482631,7606080,24.483,7.606,3.0603,PASS
hit,8,dmb_ish,after_every,8,1000000,8000000,24552200,7627424,24.552,7.627,3.0690,PASS
hit,8,dmb_ish,after_every,9,1000000,8000000,24506270,7612416,24.506,7.612,3.0633,PASS
hit,8,dmb_ish,after_group,0,1000000,8000000,24491756,7647264,24.492,7.647,3.0615,PASS
hit,8,dmb_ish,after_group,1,1000000,8000000,24544231,7631872,24.544,7.632,3.0680,PASS
hit,8,dmb_ish,after_group,2,1000000,8000000,24528329,7621472,24.528,7.621,3.0660,PASS
hit,8,dmb_ish,after_group,3,1000000,8000000,24462570,7608160,24.463,7.608,3.0578,PASS
hit,8,dmb_ish,after_group,4,1000000,8000000,24448316,7613984,24.448,7.614,3.0560,PASS
hit,8,dmb_ish,after_group,5,1000000,8000000,24534502,7624224,24.535,7.624,3.0668,PASS
hit,8,dmb_ish,after_group,6,1000000,8000000,24536113,7626976,24.536,7.627,3.0670,PASS
hit,8,dmb_ish,after_group,7,1000000,8000000,24554094,7629312,24.554,7.629,3.0693,PASS
hit,8,dmb_ish,after_group,8,1000000,8000000,24475447,7606368,24.475,7.606,3.0594,PASS
hit,8,dmb_ish,after_group,9,1000000,8000000,24410962,7583552,24.411,7.584,3.0514,PASS
hit,8,dmb_ishst,after_every,0,1000000,8000000,24504919,7641344,24.505,7.641,3.0631,PASS
hit,8,dmb_ishst,after_every,1,1000000,8000000,24507104,7616736,24.507,7.617,3.0634,PASS
hit,8,dmb_ishst,after_every,2,1000000,8000000,24430454,7647232,24.430,7.647,3.0538,PASS
hit,8,dmb_ishst,after_every,3,1000000,8000000,24490860,7611072,24.491,7.611,3.0614,PASS
hit,8,dmb_ishst,after_every,4,1000000,8000000,24478379,7607712,24.478,7.608,3.0598,PASS
hit,8,dmb_ishst,after_every,5,1000000,8000000,24497704,7613504,24.498,7.614,3.0622,PASS
hit,8,dmb_ishst,after_every,6,1000000,8000000,24440012,7591424,24.440,7.591,3.0550,PASS
hit,8,dmb_ishst,after_every,7,1000000,8000000,24496262,7611392,24.496,7.611,3.0620,PASS
hit,8,dmb_ishst,after_every,8,1000000,8000000,24520057,7616896,24.520,7.617,3.0650,PASS
hit,8,dmb_ishst,after_every,9,1000000,8000000,24548948,7627776,24.549,7.628,3.0686,PASS
hit,8,dmb_ishst,after_group,0,1000000,8000000,24541112,7669024,24.541,7.669,3.0676,PASS
hit,8,dmb_ishst,after_group,1,1000000,8000000,24368928,7575872,24.369,7.576,3.0461,PASS
hit,8,dmb_ishst,after_group,2,1000000,8000000,24510212,7616064,24.510,7.616,3.0638,PASS
hit,8,dmb_ishst,after_group,3,1000000,8000000,24491186,7620672,24.491,7.621,3.0614,PASS
hit,8,dmb_ishst,after_group,4,1000000,8000000,24477068,7604992,24.477,7.605,3.0596,PASS
hit,8,dmb_ishst,after_group,5,1000000,8000000,24501981,7614016,24.502,7.614,3.0627,PASS
hit,8,dmb_ishst,after_group,6,1000000,8000000,24493710,7614400,24.494,7.614,3.0617,PASS
hit,8,dmb_ishst,after_group,7,1000000,8000000,24498914,7613664,24.499,7.614,3.0624,PASS
hit,8,dmb_ishst,after_group,8,1000000,8000000,24507537,7617280,24.508,7.617,3.0634,PASS
hit,8,dmb_ishst,after_group,9,1000000,8000000,24506114,7614016,24.506,7.614,3.0633,PASS
hit,8,dmb_st,after_every,0,1000000,8000000,24481818,7634496,24.482,7.634,3.0602,PASS
hit,8,dmb_st,after_every,1,1000000,8000000,24457898,7598304,24.458,7.598,3.0572,PASS
hit,8,dmb_st,after_every,2,1000000,8000000,24519852,7628352,24.520,7.628,3.0650,PASS
hit,8,dmb_st,after_every,3,1000000,8000000,24504999,7613440,24.505,7.613,3.0631,PASS
hit,8,dmb_st,after_every,4,1000000,8000000,24473807,7605824,24.474,7.606,3.0592,PASS
hit,8,dmb_st,after_every,5,1000000,8000000,24407654,7582560,24.408,7.583,3.0510,PASS
hit,8,dmb_st,after_every,6,1000000,8000000,24521790,7617600,24.522,7.618,3.0652,PASS
hit,8,dmb_st,after_every,7,1000000,8000000,24496257,7607584,24.496,7.608,3.0620,PASS
hit,8,dmb_st,after_every,8,1000000,8000000,24471205,7602016,24.471,7.602,3.0589,PASS
hit,8,dmb_st,after_every,9,1000000,8000000,24479116,7607936,24.479,7.608,3.0599,PASS
hit,8,dmb_st,after_group,0,1000000,8000000,24487476,7638592,24.487,7.639,3.0609,PASS
hit,8,dmb_st,after_group,1,1000000,8000000,24490169,7612640,24.490,7.613,3.0613,PASS
hit,8,dmb_st,after_group,2,1000000,8000000,24475770,7602912,24.476,7.603,3.0595,PASS
hit,8,dmb_st,after_group,3,1000000,8000000,24474547,7613120,24.475,7.613,3.0593,PASS
hit,8,dmb_st,after_group,4,1000000,8000000,24532457,7623488,24.532,7.623,3.0666,PASS
hit,8,dmb_st,after_group,5,1000000,8000000,24489986,7609920,24.490,7.610,3.0612,PASS
hit,8,dmb_st,after_group,6,1000000,8000000,24475821,7609248,24.476,7.609,3.0595,PASS
hit,8,dmb_st,after_group,7,1000000,8000000,24496708,7610976,24.497,7.611,3.0621,PASS
hit,8,dmb_st,after_group,8,1000000,8000000,24449065,7600384,24.449,7.600,3.0561,PASS
hit,8,dmb_st,after_group,9,1000000,8000000,24522637,7619488,24.523,7.619,3.0653,PASS
hit,8,dmb_sy,after_every,0,1000000,8000000,24438514,7609760,24.439,7.610,3.0548,PASS
hit,8,dmb_sy,after_every,1,1000000,8000000,24514809,7615936,24.515,7.616,3.0644,PASS
hit,8,dmb_sy,after_every,2,1000000,8000000,24391062,7577664,24.391,7.578,3.0489,PASS
hit,8,dmb_sy,after_every,3,1000000,8000000,24437288,7592256,24.437,7.592,3.0547,PASS
hit,8,dmb_sy,after_every,4,1000000,8000000,24480009,7603936,24.480,7.604,3.0600,PASS
hit,8,dmb_sy,after_every,5,1000000,8000000,24447896,7594208,24.448,7.594,3.0560,PASS
hit,8,dmb_sy,after_every,6,1000000,8000000,24466679,7598592,24.467,7.599,3.0583,PASS
hit,8,dmb_sy,after_every,7,1000000,8000000,24494897,7611040,24.495,7.611,3.0619,PASS
hit,8,dmb_sy,after_every,8,1000000,8000000,24462776,7598432,24.463,7.598,3.0578,PASS
hit,8,dmb_sy,after_every,9,1000000,8000000,24509211,7613024,24.509,7.613,3.0637,PASS
hit,8,dmb_sy,after_group,0,1000000,8000000,24490087,7640352,24.490,7.640,3.0613,PASS
hit,8,dmb_sy,after_group,1,1000000,8000000,24512583,7621472,24.513,7.621,3.0641,PASS
hit,8,dmb_sy,after_group,2,1000000,8000000,24478603,7604576,24.479,7.605,3.0598,PASS
hit,8,dmb_sy,after_group,3,1000000,8000000,24404005,7592000,24.404,7.592,3.0505,PASS
hit,8,dmb_sy,after_group,4,1000000,8000000,24517546,7851872,24.518,7.852,3.0647,PASS
hit,8,dmb_sy,after_group,5,1000000,8000000,24534509,7622368,24.535,7.622,3.0668,PASS
hit,8,dmb_sy,after_group,6,1000000,8000000,24552879,7631584,24.553,7.632,3.0691,PASS
hit,8,dmb_sy,after_group,7,1000000,8000000,24447103,7599168,24.447,7.599,3.0559,PASS
hit,8,dmb_sy,after_group,8,1000000,8000000,24535993,7638592,24.536,7.639,3.0670,PASS
hit,8,dmb_sy,after_group,9,1000000,8000000,24409262,7585696,24.409,7.586,3.0512,PASS
hit,8,stlr,after_every,0,1000000,8000000,23439761,7310496,23.440,7.310,2.9300,PASS
hit,8,stlr,after_every,1,1000000,8000000,24114203,7494976,24.114,7.495,3.0143,PASS
hit,8,stlr,after_every,2,1000000,8000000,23551886,7320640,23.552,7.321,2.9440,PASS
hit,8,stlr,after_every,3,1000000,8000000,23824813,7412384,23.825,7.412,2.9781,PASS
hit,8,stlr,after_every,4,1000000,8000000,23401812,7273376,23.402,7.273,2.9252,PASS
hit,8,stlr,after_every,5,1000000,8000000,23483346,7296704,23.483,7.297,2.9354,PASS
hit,8,stlr,after_every,6,1000000,8000000,23547329,7316000,23.547,7.316,2.9434,PASS
hit,8,stlr,after_every,7,1000000,8000000,23670671,7354880,23.671,7.355,2.9588,PASS
hit,8,stlr,after_every,8,1000000,8000000,23798897,7396192,23.799,7.396,2.9749,PASS
hit,8,stlr,after_every,9,1000000,8000000,23959630,7446496,23.960,7.446,2.9950,PASS
hit,8,stlr,after_group,0,1000000,8000000,23858084,7442624,23.858,7.443,2.9823,PASS
hit,8,stlr,after_group,1,1000000,8000000,23698780,7368000,23.699,7.368,2.9623,PASS
hit,8,stlr,after_group,2,1000000,8000000,23684328,7359328,23.684,7.359,2.9605,PASS
hit,8,stlr,after_group,3,1000000,8000000,23679718,7368864,23.680,7.369,2.9600,PASS
hit,8,stlr,after_group,4,1000000,8000000,23908397,7430784,23.908,7.431,2.9885,PASS
hit,8,stlr,after_group,5,1000000,8000000,23882853,7419136,23.883,7.419,2.9854,PASS
hit,8,stlr,after_group,6,1000000,8000000,23746156,7379616,23.746,7.380,2.9683,PASS
hit,8,stlr,after_group,7,1000000,8000000,23861779,7413152,23.862,7.413,2.9827,PASS
hit,8,stlr,after_group,8,1000000,8000000,23810729,7401056,23.811,7.401,2.9763,PASS
hit,8,stlr,after_group,9,1000000,8000000,23799159,7396672,23.799,7.397,2.9749,PASS
hit,16,dmb_ish,after_every,0,1000000,16000000,50850492,15792256,50.850,15.792,3.1782,PASS
hit,16,dmb_ish,after_every,1,1000000,16000000,51010258,15839648,51.010,15.840,3.1881,PASS
hit,16,dmb_ish,after_every,2,1000000,16000000,51010145,15843040,51.010,15.843,3.1881,PASS
hit,16,dmb_ish,after_every,3,1000000,16000000,50976979,15833280,50.977,15.833,3.1861,PASS
hit,16,dmb_ish,after_every,4,1000000,16000000,51027365,15841856,51.027,15.842,3.1892,PASS
hit,16,dmb_ish,after_every,5,1000000,16000000,51047352,15846784,51.047,15.847,3.1905,PASS
hit,16,dmb_ish,after_every,6,1000000,16000000,50836734,15781152,50.837,15.781,3.1773,PASS
hit,16,dmb_ish,after_every,7,1000000,16000000,50730253,15746720,50.730,15.747,3.1706,PASS
hit,16,dmb_ish,after_every,8,1000000,16000000,51067313,15860064,51.067,15.860,3.1917,PASS
hit,16,dmb_ish,after_every,9,1000000,16000000,50993561,15849536,50.994,15.850,3.1871,PASS
hit,16,dmb_ish,after_group,0,1000000,16000000,50788828,15805632,50.789,15.806,3.1743,PASS
hit,16,dmb_ish,after_group,1,1000000,16000000,50861444,15787264,50.861,15.787,3.1788,PASS
hit,16,dmb_ish,after_group,2,1000000,16000000,50890633,15795904,50.891,15.796,3.1807,PASS
hit,16,dmb_ish,after_group,3,1000000,16000000,50876390,15791104,50.876,15.791,3.1798,PASS
hit,16,dmb_ish,after_group,4,1000000,16000000,50735441,15746528,50.735,15.747,3.1710,PASS
hit,16,dmb_ish,after_group,5,1000000,16000000,50878628,15794848,50.879,15.795,3.1799,PASS
hit,16,dmb_ish,after_group,6,1000000,16000000,50748714,15754944,50.749,15.755,3.1718,PASS
hit,16,dmb_ish,after_group,7,1000000,16000000,50844485,15779456,50.844,15.779,3.1778,PASS
hit,16,dmb_ish,after_group,8,1000000,16000000,50852885,15788384,50.853,15.788,3.1783,PASS
hit,16,dmb_ish,after_group,9,1000000,16000000,50848527,15785056,50.849,15.785,3.1780,PASS
hit,16,dmb_ishst,after_every,0,1000000,16000000,50963443,15838240,50.963,15.838,3.1852,PASS
hit,16,dmb_ishst,after_every,1,1000000,16000000,51061123,15883008,51.061,15.883,3.1913,PASS
hit,16,dmb_ishst,after_every,2,1000000,16000000,50919827,15803584,50.920,15.804,3.1825,PASS
hit,16,dmb_ishst,after_every,3,1000000,16000000,51002092,15829120,51.002,15.829,3.1876,PASS
hit,16,dmb_ishst,after_every,4,1000000,16000000,50988708,15828832,50.989,15.829,3.1868,PASS
hit,16,dmb_ishst,after_every,5,1000000,16000000,50954376,15813920,50.954,15.814,3.1846,PASS
hit,16,dmb_ishst,after_every,6,1000000,16000000,51068614,15853216,51.069,15.853,3.1918,PASS
hit,16,dmb_ishst,after_every,7,1000000,16000000,50934096,15811168,50.934,15.811,3.1834,PASS
hit,16,dmb_ishst,after_every,8,1000000,16000000,51001392,15829408,51.001,15.829,3.1876,PASS
hit,16,dmb_ishst,after_every,9,1000000,16000000,51064582,15847616,51.065,15.848,3.1915,PASS
hit,16,dmb_ishst,after_group,0,1000000,16000000,50886252,15815296,50.886,15.815,3.1804,PASS
hit,16,dmb_ishst,after_group,1,1000000,16000000,51020058,15838560,51.020,15.839,3.1888,PASS
hit,16,dmb_ishst,after_group,2,1000000,16000000,50956719,15874208,50.957,15.874,3.1848,PASS
hit,16,dmb_ishst,after_group,3,1000000,16000000,50958248,15816896,50.958,15.817,3.1849,PASS
hit,16,dmb_ishst,after_group,4,1000000,16000000,50950512,15837664,50.951,15.838,3.1844,PASS
hit,16,dmb_ishst,after_group,5,1000000,16000000,50904348,15798816,50.904,15.799,3.1815,PASS
hit,16,dmb_ishst,after_group,6,1000000,16000000,51018534,15838272,51.019,15.838,3.1887,PASS
hit,16,dmb_ishst,after_group,7,1000000,16000000,51070297,15852224,51.070,15.852,3.1919,PASS
hit,16,dmb_ishst,after_group,8,1000000,16000000,50965921,15820288,50.966,15.820,3.1854,PASS
hit,16,dmb_ishst,after_group,9,1000000,16000000,50947366,15815584,50.947,15.816,3.1842,PASS
hit,16,dmb_st,after_every,0,1000000,16000000,50787136,15780288,50.787,15.780,3.1742,PASS
hit,16,dmb_st,after_every,1,1000000,16000000,50950643,15827360,50.951,15.827,3.1844,PASS
hit,16,dmb_st,after_every,2,1000000,16000000,50944135,15811904,50.944,15.812,3.1840,PASS
hit,16,dmb_st,after_every,3,1000000,16000000,51000785,15830400,51.001,15.830,3.1875,PASS
hit,16,dmb_st,after_every,4,1000000,16000000,51038042,15845632,51.038,15.846,3.1899,PASS
hit,16,dmb_st,after_every,5,1000000,16000000,51070169,15853504,51.070,15.854,3.1919,PASS
hit,16,dmb_st,after_every,6,1000000,16000000,50995506,15828384,50.996,15.828,3.1872,PASS
hit,16,dmb_st,after_every,7,1000000,16000000,51029340,15839392,51.029,15.839,3.1893,PASS
hit,16,dmb_st,after_every,8,1000000,16000000,50980007,15825024,50.980,15.825,3.1863,PASS
hit,16,dmb_st,after_every,9,1000000,16000000,50900752,15797696,50.901,15.798,3.1813,PASS
hit,16,dmb_st,after_group,0,1000000,16000000,50970795,15843232,50.971,15.843,3.1857,PASS
hit,16,dmb_st,after_group,1,1000000,16000000,50985744,15827936,50.986,15.828,3.1866,PASS
hit,16,dmb_st,after_group,2,1000000,16000000,51036418,15844704,51.036,15.845,3.1898,PASS
hit,16,dmb_st,after_group,3,1000000,16000000,51055596,15848320,51.056,15.848,3.1910,PASS
hit,16,dmb_st,after_group,4,1000000,16000000,51040079,15844960,51.040,15.845,3.1900,PASS
hit,16,dmb_st,after_group,5,1000000,16000000,50949444,15815616,50.949,15.816,3.1843,PASS
hit,16,dmb_st,after_group,6,1000000,16000000,51000064,15832576,51.000,15.833,3.1875,PASS
hit,16,dmb_st,after_group,7,1000000,16000000,51039515,15842720,51.040,15.843,3.1900,PASS
hit,16,dmb_st,after_group,8,1000000,16000000,50993307,15841184,50.993,15.841,3.1871,PASS
hit,16,dmb_st,after_group,9,1000000,16000000,51048230,15849216,51.048,15.849,3.1905,PASS
hit,16,dmb_sy,after_every,0,1000000,16000000,51022117,15855584,51.022,15.856,3.1889,PASS
hit,16,dmb_sy,after_every,1,1000000,16000000,51012632,15834624,51.013,15.835,3.1883,PASS
hit,16,dmb_sy,after_every,2,1000000,16000000,51115634,15874112,51.116,15.874,3.1947,PASS
hit,16,dmb_sy,after_every,3,1000000,16000000,50979614,15821888,50.980,15.822,3.1862,PASS
hit,16,dmb_sy,after_every,4,1000000,16000000,51061379,15848896,51.061,15.849,3.1913,PASS
hit,16,dmb_sy,after_every,5,1000000,16000000,51066503,15850944,51.067,15.851,3.1917,PASS
hit,16,dmb_sy,after_every,6,1000000,16000000,50980198,15823744,50.980,15.824,3.1863,PASS
hit,16,dmb_sy,after_every,7,1000000,16000000,50933584,15809280,50.934,15.809,3.1833,PASS
hit,16,dmb_sy,after_every,8,1000000,16000000,50917865,15802912,50.918,15.803,3.1824,PASS
hit,16,dmb_sy,after_every,9,1000000,16000000,51042411,15845792,51.042,15.846,3.1902,PASS
hit,16,dmb_sy,after_group,0,1000000,16000000,50987077,15849344,50.987,15.849,3.1867,PASS
hit,16,dmb_sy,after_group,1,1000000,16000000,50947101,15816512,50.947,15.817,3.1842,PASS
hit,16,dmb_sy,after_group,2,1000000,16000000,50768582,15759744,50.769,15.760,3.1730,PASS
hit,16,dmb_sy,after_group,3,1000000,16000000,51084347,15854688,51.084,15.855,3.1928,PASS
hit,16,dmb_sy,after_group,4,1000000,16000000,51102193,15863328,51.102,15.863,3.1939,PASS
hit,16,dmb_sy,after_group,5,1000000,16000000,51082295,15854592,51.082,15.855,3.1926,PASS
hit,16,dmb_sy,after_group,6,1000000,16000000,51021697,15839744,51.022,15.840,3.1889,PASS
hit,16,dmb_sy,after_group,7,1000000,16000000,50963474,15818176,50.963,15.818,3.1852,PASS
hit,16,dmb_sy,after_group,8,1000000,16000000,51022245,15837344,51.022,15.837,3.1889,PASS
hit,16,dmb_sy,after_group,9,1000000,16000000,50949202,15815712,50.949,15.816,3.1843,PASS
hit,16,stlr,after_every,0,1000000,16000000,47236638,14681472,47.237,14.681,2.9523,PASS
hit,16,stlr,after_every,1,1000000,16000000,47315872,14693856,47.316,14.694,2.9572,PASS
hit,16,stlr,after_every,2,1000000,16000000,47052442,14608320,47.052,14.608,2.9408,PASS
hit,16,stlr,after_every,3,1000000,16000000,47600360,14780672,47.600,14.781,2.9750,PASS
hit,16,stlr,after_every,4,1000000,16000000,47052415,14610176,47.052,14.610,2.9408,PASS
hit,16,stlr,after_every,5,1000000,16000000,47300348,14681568,47.300,14.682,2.9563,PASS
hit,16,stlr,after_every,6,1000000,16000000,46840656,14540608,46.841,14.541,2.9275,PASS
hit,16,stlr,after_every,7,1000000,16000000,47122868,14644960,47.123,14.645,2.9452,PASS
hit,16,stlr,after_every,8,1000000,16000000,46962463,14576512,46.962,14.577,2.9352,PASS
hit,16,stlr,after_every,9,1000000,16000000,47048589,14604192,47.049,14.604,2.9405,PASS
hit,16,stlr,after_group,0,1000000,16000000,47258753,14679072,47.259,14.679,2.9537,PASS
hit,16,stlr,after_group,1,1000000,16000000,46977960,14585824,46.978,14.586,2.9361,PASS
hit,16,stlr,after_group,2,1000000,16000000,47566432,14768928,47.566,14.769,2.9729,PASS
hit,16,stlr,after_group,3,1000000,16000000,47413921,14724896,47.414,14.725,2.9634,PASS
hit,16,stlr,after_group,4,1000000,16000000,46967687,14582016,46.968,14.582,2.9355,PASS
hit,16,stlr,after_group,5,1000000,16000000,47251248,14670368,47.251,14.670,2.9532,PASS
hit,16,stlr,after_group,6,1000000,16000000,46892127,14563424,46.892,14.563,2.9308,PASS
hit,16,stlr,after_group,7,1000000,16000000,46948045,14575232,46.948,14.575,2.9343,PASS
hit,16,stlr,after_group,8,1000000,16000000,46895904,14590016,46.896,14.590,2.9310,PASS
hit,16,stlr,after_group,9,1000000,16000000,46716523,14502880,46.717,14.503,2.9198,PASS
hit,32,dmb_ish,after_every,0,1000000,32000000,101065396,31374752,101.065,31.375,3.1583,PASS
hit,32,dmb_ish,after_every,1,1000000,32000000,101512141,31501664,101.512,31.502,3.1723,PASS
hit,32,dmb_ish,after_every,2,1000000,32000000,101457469,31478272,101.457,31.478,3.1705,PASS
hit,32,dmb_ish,after_every,3,1000000,32000000,101745911,31568224,101.746,31.568,3.1796,PASS
hit,32,dmb_ish,after_every,4,1000000,32000000,101568332,31514784,101.568,31.515,3.1740,PASS
hit,32,dmb_ish,after_every,5,1000000,32000000,101458273,31481920,101.458,31.482,3.1706,PASS
hit,32,dmb_ish,after_every,6,1000000,32000000,101473747,31487168,101.474,31.487,3.1711,PASS
hit,32,dmb_ish,after_every,7,1000000,32000000,101458875,31477088,101.459,31.477,3.1706,PASS
hit,32,dmb_ish,after_every,8,1000000,32000000,101416629,31464832,101.417,31.465,3.1693,PASS
hit,32,dmb_ish,after_every,9,1000000,32000000,101570086,31514528,101.570,31.515,3.1741,PASS
hit,32,dmb_ish,after_group,0,1000000,32000000,102093596,31684640,102.094,31.685,3.1904,PASS
hit,32,dmb_ish,after_group,1,1000000,32000000,102218318,31716064,102.218,31.716,3.1943,PASS
hit,32,dmb_ish,after_group,2,1000000,32000000,102073501,31667488,102.074,31.667,3.1898,PASS
hit,32,dmb_ish,after_group,3,1000000,32000000,102122518,31683360,102.123,31.683,3.1913,PASS
hit,32,dmb_ish,after_group,4,1000000,32000000,102118411,31688896,102.118,31.689,3.1912,PASS
hit,32,dmb_ish,after_group,5,1000000,32000000,102222486,31715776,102.222,31.716,3.1945,PASS
hit,32,dmb_ish,after_group,6,1000000,32000000,102175573,31726816,102.176,31.727,3.1930,PASS
hit,32,dmb_ish,after_group,7,1000000,32000000,102236681,31741376,102.237,31.741,3.1949,PASS
hit,32,dmb_ish,after_group,8,1000000,32000000,102217164,31751552,102.217,31.752,3.1943,PASS
hit,32,dmb_ish,after_group,9,1000000,32000000,102209109,31712352,102.209,31.712,3.1940,PASS
hit,32,dmb_ishst,after_every,0,1000000,32000000,102045392,31683616,102.045,31.684,3.1889,PASS
hit,32,dmb_ishst,after_every,1,1000000,32000000,101550683,31522368,101.551,31.522,3.1735,PASS
hit,32,dmb_ishst,after_every,2,1000000,32000000,101969961,31637184,101.970,31.637,3.1866,PASS
hit,32,dmb_ishst,after_every,3,1000000,32000000,101829517,31593376,101.830,31.593,3.1822,PASS
hit,32,dmb_ishst,after_every,4,1000000,32000000,101974625,31635392,101.975,31.635,3.1867,PASS
hit,32,dmb_ishst,after_every,5,1000000,32000000,101338974,31445536,101.339,31.446,3.1668,PASS
hit,32,dmb_ishst,after_every,6,1000000,32000000,101894766,31607744,101.895,31.608,3.1842,PASS
hit,32,dmb_ishst,after_every,7,1000000,32000000,101680867,31555968,101.681,31.556,3.1775,PASS
hit,32,dmb_ishst,after_every,8,1000000,32000000,102015431,31644992,102.015,31.645,3.1880,PASS
hit,32,dmb_ishst,after_every,9,1000000,32000000,101658994,31533920,101.659,31.534,3.1768,PASS
hit,32,dmb_ishst,after_group,0,1000000,32000000,101061275,31406240,101.061,31.406,3.1582,PASS
hit,32,dmb_ishst,after_group,1,1000000,32000000,100762405,31270752,100.762,31.271,3.1488,PASS
hit,32,dmb_ishst,after_group,2,1000000,32000000,101549776,31511808,101.550,31.512,3.1734,PASS
hit,32,dmb_ishst,after_group,3,1000000,32000000,101285926,31427680,101.286,31.428,3.1652,PASS
hit,32,dmb_ishst,after_group,4,1000000,32000000,101579059,31519712,101.579,31.520,3.1743,PASS
hit,32,dmb_ishst,after_group,5,1000000,32000000,101425743,31463936,101.426,31.464,3.1696,PASS
hit,32,dmb_ishst,after_group,6,1000000,32000000,101467413,31481472,101.467,31.481,3.1709,PASS
hit,32,dmb_ishst,after_group,7,1000000,32000000,101526554,31498784,101.527,31.499,3.1727,PASS
hit,32,dmb_ishst,after_group,8,1000000,32000000,101482479,31481056,101.482,31.481,3.1713,PASS
hit,32,dmb_ishst,after_group,9,1000000,32000000,101011403,31371872,101.011,31.372,3.1566,PASS
hit,32,dmb_st,after_every,0,1000000,32000000,105578894,32766432,105.579,32.766,3.2993,PASS
hit,32,dmb_st,after_every,1,1000000,32000000,105677515,32786272,105.678,32.786,3.3024,PASS
