condition,N,treatment,placement,repeat,iters,n_access,base_cyc,base_ns,base_cyc_iter,base_ns_iter,base_cyc_op,base_gate
hit,4,ldadd,acquire,1,1000000,4000000,57263338,17781888,57.263,17.782,14.3158,PASS
hit,4,ldadd,acquire,2,1000000,4000000,57262544,17767872,57.263,17.768,14.3156,PASS
hit,4,ldadd,acquire,3,1000000,4000000,57261444,17768256,57.261,17.768,14.3154,PASS
hit,4,ldadd,acquire,4,1000000,4000000,57261922,17768992,57.262,17.769,14.3155,PASS
hit,4,ldadd,acquire,5,1000000,4000000,57261298,17769280,57.261,17.769,14.3153,PASS
hit,4,ldadd,acquire,6,1000000,4000000,57262341,17767200,57.262,17.767,14.3156,PASS
hit,4,ldadd,acquire,7,1000000,4000000,57261177,17764480,57.261,17.764,14.3153,PASS
hit,4,ldadd,acquire,8,1000000,4000000,57262458,17789088,57.262,17.789,14.3156,PASS
hit,4,ldadd,acquire,9,1000000,4000000,57263191,17768608,57.263,17.769,14.3158,PASS
hit,4,ldadd,release,0,1000000,4000000,57264005,17851040,57.264,17.851,14.3160,PASS
hit,4,ldadd,release,1,1000000,4000000,57262164,17785472,57.262,17.785,14.3155,PASS
hit,4,ldadd,release,2,1000000,4000000,57262620,17770560,57.263,17.771,14.3157,PASS
hit,4,ldadd,release,3,1000000,4000000,57261963,17768384,57.262,17.768,14.3155,PASS
hit,4,ldadd,release,4,1000000,4000000,57262056,17768512,57.262,17.769,14.3155,PASS
hit,4,ldadd,release,5,1000000,4000000,57262990,17773728,57.263,17.774,14.3157,PASS
hit,4,ldadd,release,6,1000000,4000000,57261829,17769248,57.262,17.769,14.3155,PASS
hit,4,ldadd,release,7,1000000,4000000,57262078,17772288,57.262,17.772,14.3155,PASS
hit,4,ldadd,release,8,1000000,4000000,57261889,17772128,57.262,17.772,14.3155,PASS
hit,4,ldadd,release,9,1000000,4000000,57262627,17770272,57.263,17.770,14.3157,PASS
hit,4,ldadd,seqcst,0,1000000,4000000,57263683,17828768,57.264,17.829,14.3159,PASS
hit,4,ldadd,seqcst,1,1000000,4000000,57261637,17786496,57.262,17.786,14.3154,PASS
hit,4,ldadd,seqcst,2,1000000,4000000,57263145,17812192,57.263,17.812,14.3158,PASS
hit,4,ldadd,seqcst,3,1000000,4000000,57262037,17769152,57.262,17.769,14.3155,PASS
hit,4,ldadd,seqcst,4,1000000,4000000,57262704,17785024,57.263,17.785,14.3157,PASS
hit,4,ldadd,seqcst,5,1000000,4000000,57263021,17776384,57.263,17.776,14.3158,PASS
hit,4,ldadd,seqcst,6,1000000,4000000,57261618,17774848,57.262,17.775,14.3154,PASS
hit,4,ldadd,seqcst,7,1000000,4000000,57262609,17784640,57.263,17.785,14.3157,PASS
hit,4,ldadd,seqcst,8,1000000,4000000,57261891,17773440,57.262,17.773,14.3155,PASS
hit,4,ldadd,seqcst,9,1000000,4000000,57262971,17824096,57.263,17.824,14.3157,PASS
hit,4,swp,acqrel,0,1000000,4000000,56751953,17643584,56.752,17.644,14.1880,PASS
hit,4,swp,acqrel,1,1000000,4000000,56752472,17620064,56.752,17.620,14.1881,PASS
hit,4,swp,acqrel,2,1000000,4000000,56751623,17615360,56.752,17.615,14.1879,PASS
hit,4,swp,acqrel,3,1000000,4000000,56751758,17612192,56.752,17.612,14.1879,PASS
hit,4,swp,acqrel,4,1000000,4000000,56751620,17612608,56.752,17.613,14.1879,PASS
hit,4,swp,acqrel,5,1000000,4000000,56750959,17613600,56.751,17.614,14.1877,PASS
hit,4,swp,acqrel,6,1000000,4000000,56752382,17613472,56.752,17.613,14.1881,PASS
hit,4,swp,acqrel,7,1000000,4000000,56751885,17613536,56.752,17.614,14.1880,PASS
hit,4,swp,acqrel,8,1000000,4000000,56751846,17612192,56.752,17.612,14.1880,PASS
hit,4,swp,acqrel,9,1000000,4000000,56753372,17610560,56.753,17.611,14.1883,PASS
hit,4,swp,acquire,0,1000000,4000000,56754703,17642400,56.755,17.642,14.1887,PASS
hit,4,swp,acquire,1,1000000,4000000,56752016,17667136,56.752,17.667,14.1880,PASS
hit,4,swp,acquire,2,1000000,4000000,56753180,17610368,56.753,17.610,14.1883,PASS
hit,4,swp,acquire,3,1000000,4000000,56752476,17625152,56.752,17.625,14.1881,PASS
hit,4,swp,acquire,4,1000000,4000000,56753196,17614880,56.753,17.615,14.1883,PASS
hit,4,swp,acquire,5,1000000,4000000,56753444,17617376,56.753,17.617,14.1884,PASS
hit,4,swp,acquire,6,1000000,4000000,56750905,17626240,56.751,17.626,14.1877,PASS
hit,4,swp,acquire,7,1000000,4000000,56753416,17609952,56.753,17.610,14.1884,PASS
hit,4,swp,acquire,8,1000000,4000000,56751591,17649088,56.752,17.649,14.1879,PASS
hit,4,swp,acquire,9,1000000,4000000,56751162,17612512,56.751,17.613,14.1878,PASS
hit,4,swp,release,0,1000000,4000000,56755144,17631264,56.755,17.631,14.1888,PASS
hit,4,swp,release,1,1000000,4000000,56753398,17626400,56.753,17.626,14.1883,PASS
hit,4,swp,release,2,1000000,4000000,56751881,17614432,56.752,17.614,14.1880,PASS
hit,4,swp,release,3,1000000,4000000,56752064,17616704,56.752,17.617,14.1880,PASS
hit,4,swp,release,4,1000000,4000000,56751508,17613504,56.752,17.614,14.1879,PASS
hit,4,swp,release,5,1000000,4000000,56752528,17613920,56.753,17.614,14.1881,PASS
hit,4,swp,release,6,1000000,4000000,56751194,17642272,56.751,17.642,14.1878,PASS
hit,4,swp,release,7,1000000,4000000,56752089,17615936,56.752,17.616,14.1880,PASS
hit,4,swp,release,8,1000000,4000000,56752185,17653408,56.752,17.653,14.1880,PASS
hit,4,swp,release,9,1000000,4000000,56752045,17617856,56.752,17.618,14.1880,PASS
hit,4,swp,seqcst,0,1000000,4000000,56944340,17761856,56.944,17.762,14.2361,PASS
hit,4,swp,seqcst,1,1000000,4000000,56949295,17682976,56.949,17.683,14.2373,PASS
hit,4,swp,seqcst,2,1000000,4000000,56948177,17672128,56.948,17.672,14.2370,PASS
hit,4,swp,seqcst,3,1000000,4000000,56946289,17670816,56.946,17.671,14.2366,PASS
hit,4,swp,seqcst,4,1000000,4000000,56951445,17676224,56.951,17.676,14.2379,PASS
hit,4,swp,seqcst,5,1000000,4000000,56946345,17674624,56.946,17.675,14.2366,PASS
hit,4,swp,seqcst,6,1000000,4000000,56952002,17675936,56.952,17.676,14.2380,PASS
hit,4,swp,seqcst,7,1000000,4000000,56946432,17675328,56.946,17.675,14.2366,PASS
hit,4,swp,seqcst,8,1000000,4000000,56947340,17677856,56.947,17.678,14.2368,PASS
hit,4,swp,seqcst,9,1000000,4000000,56946942,17675200,56.947,17.675,14.2367,PASS
hit,8,cas,acqrel,0,1000000,8000000,124501598,38644672,124.502,38.645,15.5627,PASS
hit,8,cas,acqrel,1,1000000,8000000,124499900,38631776,124.500,38.632,15.5625,PASS
hit,8,cas,acqrel,2,1000000,8000000,124501171,38627296,124.501,38.627,15.5626,PASS
hit,8,cas,acqrel,3,1000000,8000000,124500723,38625600,124.501,38.626,15.5626,PASS
hit,8,cas,acqrel,4,1000000,8000000,124500891,38630912,124.501,38.631,15.5626,PASS
hit,8,cas,acqrel,5,1000000,8000000,124499008,38621056,124.499,38.621,15.5624,PASS
hit,8,cas,acqrel,6,1000000,8000000,124499801,38626784,124.500,38.627,15.5625,PASS
hit,8,cas,acqrel,7,1000000,8000000,124500371,38625376,124.500,38.625,15.5625,PASS
hit,8,cas,acqrel,8,1000000,8000000,124499960,38620064,124.500,38.620,15.5625,PASS
hit,8,cas,acqrel,9,1000000,8000000,124500109,38621568,124.500,38.622,15.5625,PASS
hit,8,cas,acquire,0,1000000,8000000,124501248,38644992,124.501,38.645,15.5627,PASS
hit,8,cas,acquire,1,1000000,8000000,124501438,38641472,124.501,38.641,15.5627,PASS
hit,8,cas,acquire,2,1000000,8000000,124499346,38629504,124.499,38.630,15.5624,PASS
hit,8,cas,acquire,3,1000000,8000000,124501135,38672256,124.501,38.672,15.5626,PASS
hit,8,cas,acquire,4,1000000,8000000,124501127,38625696,124.501,38.626,15.5626,PASS
hit,8,cas,acquire,5,1000000,8000000,124502386,38620224,124.502,38.620,15.5628,PASS
hit,8,cas,acquire,6,1000000,8000000,124501007,38622464,124.501,38.622,15.5626,PASS
hit,8,cas,acquire,7,1000000,8000000,124501841,38625408,124.502,38.625,15.5627,PASS
hit,8,cas,acquire,8,1000000,8000000,124498227,38620672,124.498,38.621,15.5623,PASS
hit,8,cas,acquire,9,1000000,8000000,124501349,38627392,124.501,38.627,15.5627,PASS
hit,8,cas,release,0,1000000,8000000,124503089,38638976,124.503,38.639,15.5629,PASS
hit,8,cas,release,1,1000000,8000000,124500886,38638336,124.501,38.638,15.5626,PASS
hit,8,cas,release,2,1000000,8000000,124499501,38652640,124.500,38.653,15.5624,PASS
hit,8,cas,release,3,1000000,8000000,124500342,38624288,124.500,38.624,15.5625,PASS
hit,8,cas,release,4,1000000,8000000,124501360,38625760,124.501,38.626,15.5627,PASS
hit,8,cas,release,5,1000000,8000000,124500294,38631520,124.500,38.632,15.5625,PASS
hit,8,cas,release,6,1000000,8000000,124501156,38636576,124.501,38.637,15.5626,PASS
hit,8,cas,release,7,1000000,8000000,124500465,38624864,124.500,38.625,15.5626,PASS
hit,8,cas,release,8,1000000,8000000,124498848,38627232,124.499,38.627,15.5624,PASS
hit,8,cas,release,9,1000000,8000000,124501712,38626240,124.502,38.626,15.5627,PASS
hit,8,cas,seqcst,0,1000000,8000000,124502446,38625152,124.502,38.625,15.5628,PASS
hit,8,cas,seqcst,1,1000000,8000000,124499907,38623328,124.500,38.623,15.5625,PASS
hit,8,cas,seqcst,2,1000000,8000000,124501831,38625376,124.502,38.625,15.5627,PASS
hit,8,cas,seqcst,3,1000000,8000000,124500717,38626496,124.501,38.626,15.5626,PASS
hit,8,cas,seqcst,4,1000000,8000000,124501251,38616960,124.501,38.617,15.5627,PASS
hit,8,cas,seqcst,5,1000000,8000000,124501136,38614944,124.501,38.615,15.5626,PASS
hit,8,cas,seqcst,6,1000000,8000000,124500568,38622336,124.501,38.622,15.5626,PASS
hit,8,cas,seqcst,7,1000000,8000000,124500846,38625088,124.501,38.625,15.5626,PASS
hit,8,cas,seqcst,8,1000000,8000000,124499975,38618080,124.500,38.618,15.5625,PASS
hit,8,cas,seqcst,9,1000000,8000000,124499358,38642528,124.499,38.643,15.5624,PASS
hit,8,ldadd,acqrel,0,1000000,8000000,113819233,35376352,113.819,35.376,14.2274,PASS
hit,8,ldadd,acqrel,1,1000000,8000000,113816245,35321824,113.816,35.322,14.2270,PASS
hit,8,ldadd,acqrel,2,1000000,8000000,113816761,35308064,113.817,35.308,14.2271,PASS
hit,8,ldadd,acqrel,3,1000000,8000000,113815720,35306560,113.816,35.307,14.2270,PASS
hit,8,ldadd,acqrel,4,1000000,8000000,113815593,35309600,113.816,35.310,14.2269,PASS
hit,8,ldadd,acqrel,5,1000000,8000000,113817431,35310976,113.817,35.311,14.2272,PASS
hit,8,ldadd,acqrel,6,1000000,8000000,113817061,35305120,113.817,35.305,14.2271,PASS
hit,8,ldadd,acqrel,7,1000000,8000000,113816018,35308000,113.816,35.308,14.2270,PASS
hit,8,ldadd,acqrel,8,1000000,8000000,113818744,35330912,113.819,35.331,14.2273,PASS
hit,8,ldadd,acqrel,9,1000000,8000000,113817906,35315040,113.818,35.315,14.2272,PASS
hit,8,ldadd,acquire,0,1000000,8000000,113818045,35320160,113.818,35.320,14.2273,PASS
hit,8,ldadd,acquire,1,1000000,8000000,113816675,35308800,113.817,35.309,14.2271,PASS
hit,8,ldadd,acquire,2,1000000,8000000,113818829,35310336,113.819,35.310,14.2274,PASS
hit,8,ldadd,acquire,3,1000000,8000000,113820676,35303872,113.821,35.304,14.2276,PASS
hit,8,ldadd,acquire,4,1000000,8000000,113815736,35303040,113.816,35.303,14.2270,PASS
hit,8,ldadd,acquire,5,1000000,8000000,113820708,35344352,113.821,35.344,14.2276,PASS
hit,8,ldadd,acquire,6,1000000,8000000,113815445,35318080,113.815,35.318,14.2269,PASS
hit,8,ldadd,acquire,7,1000000,8000000,113816227,35309920,113.816,35.310,14.2270,PASS
hit,8,ldadd,acquire,8,1000000,8000000,113816262,35304768,113.816,35.305,14.2270,PASS
hit,8,ldadd,acquire,9,1000000,8000000,113816945,35308608,113.817,35.309,14.2271,PASS
hit,8,ldadd,release,0,1000000,8000000,113817219,35320544,113.817,35.321,14.2272,PASS
hit,8,ldadd,release,1,1000000,8000000,113816630,35350976,113.817,35.351,14.2271,PASS
hit,8,ldadd,release,2,1000000,8000000,113814590,35309216,113.815,35.309,14.2268,PASS
hit,8,ldadd,release,3,1000000,8000000,113817422,35326592,113.817,35.327,14.2272,PASS
hit,8,ldadd,release,4,1000000,8000000,113817588,35311808,113.818,35.312,14.2272,PASS
hit,8,ldadd,release,5,1000000,8000000,113817904,35309248,113.818,35.309,14.2272,PASS
hit,8,ldadd,release,6,1000000,8000000,113817434,35307488,113.817,35.307,14.2272,PASS
hit,8,ldadd,release,7,1000000,8000000,113818189,35308224,113.818,35.308,14.2273,PASS
hit,8,ldadd,release,8,1000000,8000000,113815683,35333376,113.816,35.333,14.2270,PASS
hit,8,ldadd,release,9,1000000,8000000,113816154,35317184,113.816,35.317,14.2270,PASS
hit,8,ldadd,seqcst,0,1000000,8000000,113818051,35327712,113.818,35.328,14.2273,PASS
hit,8,ldadd,seqcst,1,1000000,8000000,113815188,35317056,113.815,35.317,14.2269,PASS
hit,8,ldadd,seqcst,2,1000000,8000000,113817909,35330560,113.818,35.331,14.2272,PASS
hit,8,ldadd,seqcst,3,1000000,8000000,113817113,35310208,113.817,35.310,14.2271,PASS
hit,8,ldadd,seqcst,4,1000000,8000000,113817082,35310336,113.817,35.310,14.2271,PASS
hit,8,ldadd,seqcst,5,1000000,8000000,113817733,35312544,113.818,35.313,14.2272,PASS
hit,8,ldadd,seqcst,6,1000000,8000000,113816364,35314656,113.816,35.315,14.2270,PASS
hit,8,ldadd,seqcst,7,1000000,8000000,113817203,35312640,113.817,35.313,14.2272,PASS
hit,8,ldadd,seqcst,8,1000000,8000000,113817807,35313568,113.818,35.314,14.2272,PASS
hit,8,ldadd,seqcst,9,1000000,8000000,113817310,35309472,113.817,35.309,14.2272,PASS
hit,8,swp,acqrel,0,1000000,8000000,113114271,35170272,113.114,35.170,14.1393,PASS
hit,8,swp,acqrel,1,1000000,8000000,113115163,35095456,113.115,35.095,14.1394,PASS
hit,8,swp,acqrel,2,1000000,8000000,113113103,35090592,113.113,35.091,14.1391,PASS
hit,8,swp,acqrel,3,1000000,8000000,113112402,35090496,113.112,35.090,14.1391,PASS
hit,8,swp,acqrel,4,1000000,8000000,113111979,35091392,113.112,35.091,14.1390,PASS
hit,8,swp,acqrel,5,1000000,8000000,113114283,35095968,113.114,35.096,14.1393,PASS
hit,8,swp,acqrel,6,1000000,8000000,113114192,35096480,113.114,35.096,14.1393,PASS
hit,8,swp,acqrel,7,1000000,8000000,113113590,35091008,113.114,35.091,14.1392,PASS
hit,8,swp,acqrel,8,1000000,8000000,113112293,35098464,113.112,35.098,14.1390,PASS
hit,8,swp,acqrel,9,1000000,8000000,113113039,35088768,113.113,35.089,14.1391,PASS
hit,8,swp,acquire,0,1000000,8000000,113113154,35104064,113.113,35.104,14.1391,PASS
hit,8,swp,acquire,1,1000000,8000000,113113671,35097216,113.114,35.097,14.1392,PASS
hit,8,swp,acquire,2,1000000,8000000,113113785,35090624,113.114,35.091,14.1392,PASS
hit,8,swp,acquire,3,1000000,8000000,113115712,35091744,113.116,35.092,14.1395,PASS
hit,8,swp,acquire,4,1000000,8000000,113113376,35115968,113.113,35.116,14.1392,PASS
hit,8,swp,acquire,5,1000000,8000000,113113553,35132864,113.114,35.133,14.1392,PASS
hit,8,swp,acquire,6,1000000,8000000,113112058,35091232,113.112,35.091,14.1390,PASS
hit,8,swp,acquire,7,1000000,8000000,113112859,35087904,113.113,35.088,14.1391,PASS
hit,8,swp,acquire,8,1000000,8000000,113115330,35107552,113.115,35.108,14.1394,PASS
hit,8,swp,acquire,9,1000000,8000000,113113953,35091392,113.114,35.091,14.1392,PASS
hit,8,swp,release,0,1000000,8000000,113112662,35107456,113.113,35.107,14.1391,PASS
hit,8,swp,release,1,1000000,8000000,113114374,35107392,113.114,35.107,14.1393,PASS
hit,8,swp,release,2,1000000,8000000,113111844,35096448,113.112,35.096,14.1390,PASS
hit,8,swp,release,3,1000000,8000000,113110993,35117632,113.111,35.118,14.1389,PASS
hit,8,swp,release,4,1000000,8000000,113114837,35105344,113.115,35.105,14.1394,PASS
hit,8,swp,release,5,1000000,8000000,113108914,35146688,113.109,35.147,14.1386,PASS
hit,8,swp,release,6,1000000,8000000,113112623,35105600,113.113,35.106,14.1391,PASS
hit,8,swp,release,7,1000000,8000000,113114932,35094144,113.115,35.094,14.1394,PASS
hit,8,swp,release,8,1000000,8000000,113113716,35098496,113.114,35.098,14.1392,PASS
hit,8,swp,release,9,1000000,8000000,113112811,35088960,113.113,35.089,14.1391,PASS
hit,8,swp,seqcst,0,1000000,8000000,113113696,35161888,113.114,35.162,14.1392,PASS
hit,8,swp,seqcst,1,1000000,8000000,113114880,35094432,113.115,35.094,14.1394,PASS
hit,8,swp,seqcst,2,1000000,8000000,113111592,35091200,113.112,35.091,14.1389,PASS
hit,8,swp,seqcst,3,1000000,8000000,113111066,35091040,113.111,35.091,14.1389,PASS
hit,8,swp,seqcst,4,1000000,8000000,113111440,35088896,113.111,35.089,14.1389,PASS
hit,8,swp,seqcst,5,1000000,8000000,113111340,35089632,113.111,35.090,14.1389,PASS
hit,8,swp,seqcst,6,1000000,8000000,113108645,35084512,113.109,35.085,14.1386,PASS
hit,8,swp,seqcst,7,1000000,8000000,113112023,35090144,113.112,35.090,14.1390,PASS
hit,8,swp,seqcst,8,1000000,8000000,113111711,35094176,113.112,35.094,14.1390,PASS
hit,8,swp,seqcst,9,1000000,8000000,113108430,35087648,113.108,35.088,14.1386,PASS
hit,16,cas,acqrel,0,1000000,16000000,248540890,77123776,248.541,77.124,15.5338,PASS
hit,16,cas,acqrel,1,1000000,16000000,248540011,77118240,248.540,77.118,15.5338,PASS
hit,16,cas,acqrel,2,1000000,16000000,248542847,77133184,248.543,77.133,15.5339,PASS
hit,16,cas,acqrel,3,1000000,16000000,248538757,77091680,248.539,77.092,15.5337,PASS
hit,16,cas,acqrel,4,1000000,16000000,248539323,77125568,248.539,77.126,15.5337,PASS
hit,16,cas,acqrel,5,1000000,16000000,248538198,77093728,248.538,77.094,15.5336,PASS
hit,16,cas,acqrel,6,1000000,16000000,248540364,77094336,248.540,77.094,15.5338,PASS
hit,16,cas,acqrel,7,1000000,16000000,248541069,77112896,248.541,77.113,15.5338,PASS
hit,16,cas,acqrel,8,1000000,16000000,248540651,77092672,248.541,77.093,15.5338,PASS
hit,16,cas,acqrel,9,1000000,16000000,248542900,77110464,248.543,77.110,15.5339,PASS
hit,16,cas,acquire,0,1000000,16000000,248538855,77168224,248.539,77.168,15.5337,PASS
hit,16,cas,acquire,1,1000000,16000000,248541388,77091584,248.541,77.092,15.5338,PASS
hit,16,cas,acquire,2,1000000,16000000,248539363,77089536,248.539,77.090,15.5337,PASS
hit,16,cas,acquire,3,1000000,16000000,248540115,77097440,248.540,77.097,15.5338,PASS
hit,16,cas,acquire,4,1000000,16000000,248543115,77106240,248.543,77.106,15.5339,PASS
hit,16,cas,acquire,5,1000000,16000000,248539258,77104928,248.539,77.105,15.5337,PASS
hit,16,cas,acquire,6,1000000,16000000,248540982,77092384,248.541,77.092,15.5338,PASS
hit,16,cas,acquire,7,1000000,16000000,248539655,77099904,248.540,77.100,15.5337,PASS
hit,16,cas,acquire,8,1000000,16000000,248538895,77087712,248.539,77.088,15.5337,PASS
hit,16,cas,acquire,9,1000000,16000000,248540992,77105216,248.541,77.105,15.5338,PASS
hit,16,cas,release,0,1000000,16000000,248541233,77141472,248.541,77.141,15.5338,PASS
hit,16,cas,release,1,1000000,16000000,248542043,77106016,248.542,77.106,15.5339,PASS
hit,16,cas,release,2,1000000,16000000,248540782,77146528,248.541,77.147,15.5338,PASS
hit,16,cas,release,3,1000000,16000000,248541976,77114048,248.542,77.114,15.5339,PASS
hit,16,cas,release,4,1000000,16000000,248540227,77152416,248.540,77.152,15.5338,PASS
hit,16,cas,release,5,1000000,16000000,248541855,77099136,248.542,77.099,15.5339,PASS
hit,16,cas,release,6,1000000,16000000,248541290,77154944,248.541,77.155,15.5338,PASS
hit,16,cas,release,7,1000000,16000000,248541228,77106688,248.541,77.107,15.5338,PASS
hit,16,cas,release,8,1000000,16000000,248539472,77101280,248.539,77.101,15.5337,PASS
hit,16,cas,release,9,1000000,16000000,248539773,77127136,248.540,77.127,15.5337,PASS
hit,16,cas,seqcst,0,1000000,16000000,248542768,77121600,248.543,77.122,15.5339,PASS
hit,16,cas,seqcst,1,1000000,16000000,248540689,77087968,248.541,77.088,15.5338,PASS
hit,16,cas,seqcst,2,1000000,16000000,248539711,77088320,248.540,77.088,15.5337,PASS
hit,16,cas,seqcst,3,1000000,16000000,248541777,77086432,248.542,77.086,15.5339,PASS
hit,16,cas,seqcst,4,1000000,16000000,248541268,77080544,248.541,77.081,15.5338,PASS
hit,16,cas,seqcst,5,1000000,16000000,248539795,77074976,248.540,77.075,15.5337,PASS
hit,16,cas,seqcst,6,1000000,16000000,248538342,77080640,248.538,77.081,15.5336,PASS
hit,16,cas,seqcst,7,1000000,16000000,248540642,77094240,248.541,77.094,15.5338,PASS
hit,16,cas,seqcst,8,1000000,16000000,248539895,77099168,248.540,77.099,15.5337,PASS
hit,16,cas,seqcst,9,1000000,16000000,248539905,77087968,248.540,77.088,15.5337,PASS
hit,16,ldadd,acqrel,0,1000000,16000000,226815483,70390496,226.815,70.390,14.1760,PASS
hit,16,ldadd,acqrel,1,1000000,16000000,226817098,70345984,226.817,70.346,14.1761,PASS
hit,16,ldadd,acqrel,2,1000000,16000000,226814266,70363200,226.814,70.363,14.1759,PASS
hit,16,ldadd,acqrel,3,1000000,16000000,226815530,70345664,226.816,70.346,14.1760,PASS
hit,16,ldadd,acqrel,4,1000000,16000000,226811758,70343200,226.812,70.343,14.1757,PASS
hit,16,ldadd,acqrel,5,1000000,16000000,226814067,70382496,226.814,70.382,14.1759,PASS
hit,16,ldadd,acqrel,6,1000000,16000000,226815243,70361280,226.815,70.361,14.1760,PASS
hit,16,ldadd,acqrel,7,1000000,16000000,226814785,70369792,226.815,70.370,14.1759,PASS
hit,16,ldadd,acqrel,8,1000000,16000000,226814251,70352352,226.814,70.352,14.1759,PASS
hit,16,ldadd,acqrel,9,1000000,16000000,226805834,70368896,226.806,70.369,14.1754,PASS
hit,16,ldadd,acquire,0,1000000,16000000,226814515,70364576,226.815,70.365,14.1759,PASS
hit,16,ldadd,acquire,1,1000000,16000000,226809861,70365088,226.810,70.365,14.1756,PASS
hit,16,ldadd,acquire,2,1000000,16000000,226816017,70343616,226.816,70.344,14.1760,PASS
hit,16,ldadd,acquire,3,1000000,16000000,226815184,70342144,226.815,70.342,14.1759,PASS
hit,16,ldadd,acquire,4,1000000,16000000,226809212,70333952,226.809,70.334,14.1756,PASS
hit,16,ldadd,acquire,5,1000000,16000000,226814398,70334880,226.814,70.335,14.1759,PASS
hit,16,ldadd,acquire,6,1000000,16000000,226814016,70355520,226.814,70.356,14.1759,PASS
hit,16,ldadd,acquire,7,1000000,16000000,226818136,70349408,226.818,70.349,14.1761,PASS
hit,16,ldadd,acquire,8,1000000,16000000,226813797,70337440,226.814,70.337,14.1759,PASS
hit,16,ldadd,acquire,9,1000000,16000000,226809772,70350528,226.810,70.351,14.1756,PASS
hit,16,ldadd,release,0,1000000,16000000,226814522,70378656,226.815,70.379,14.1759,PASS
hit,16,ldadd,release,1,1000000,16000000,226812861,70357248,226.813,70.357,14.1758,PASS
hit,16,ldadd,release,2,1000000,16000000,226814167,70348064,226.814,70.348,14.1759,PASS
hit,16,ldadd,release,3,1000000,16000000,226810635,70373664,226.811,70.374,14.1757,PASS
hit,16,ldadd,release,4,1000000,16000000,226812364,70350144,226.812,70.350,14.1758,PASS
hit,16,ldadd,release,5,1000000,16000000,226813458,70362208,226.813,70.362,14.1758,PASS
hit,16,ldadd,release,6,1000000,16000000,226816378,70351616,226.816,70.352,14.1760,PASS
hit,16,ldadd,release,7,1000000,16000000,226811865,70371456,226.812,70.371,14.1757,PASS
hit,16,ldadd,release,8,1000000,16000000,226815438,70351488,226.815,70.351,14.1760,PASS
hit,16,ldadd,release,9,1000000,16000000,226810007,70358528,226.810,70.359,14.1756,PASS
hit,16,ldadd,seqcst,0,1000000,16000000,226809896,70370688,226.810,70.371,14.1756,PASS
hit,16,ldadd,seqcst,1,1000000,16000000,226809589,70364512,226.810,70.365,14.1756,PASS
hit,16,ldadd,seqcst,2,1000000,16000000,226814370,70359584,226.814,70.360,14.1759,PASS
hit,16,ldadd,seqcst,3,1000000,16000000,226815457,70360160,226.815,70.360,14.1760,PASS
hit,16,ldadd,seqcst,4,1000000,16000000,226815084,70355328,226.815,70.355,14.1759,PASS
hit,16,ldadd,seqcst,5,1000000,16000000,226815355,70400064,226.815,70.400,14.1760,PASS
hit,16,ldadd,seqcst,6,1000000,16000000,226812005,70350336,226.812,70.350,14.1758,PASS
hit,16,ldadd,seqcst,7,1000000,16000000,226809210,70359488,226.809,70.359,14.1756,PASS
hit,16,ldadd,seqcst,8,1000000,16000000,226809208,70408896,226.809,70.409,14.1756,PASS
hit,16,ldadd,seqcst,9,1000000,16000000,226816434,70352832,226.816,70.353,14.1760,PASS
hit,16,swp,acqrel,0,1000000,16000000,225505578,69962176,225.506,69.962,14.0941,PASS
hit,16,swp,acqrel,1,1000000,16000000,225506440,69981728,225.506,69.982,14.0942,PASS
hit,16,swp,acqrel,2,1000000,16000000,225507812,69999488,225.508,69.999,14.0942,PASS
hit,16,swp,acqrel,3,1000000,16000000,225507834,69946080,225.508,69.946,14.0942,PASS
hit,16,swp,acqrel,4,1000000,16000000,225507770,69961440,225.508,69.961,14.0942,PASS
hit,16,swp,acqrel,5,1000000,16000000,225505800,69941152,225.506,69.941,14.0941,PASS
hit,16,swp,acqrel,6,1000000,16000000,225508247,69986912,225.508,69.987,14.0943,PASS
hit,16,swp,acqrel,7,1000000,16000000,225506549,69950688,225.507,69.951,14.0942,PASS
hit,16,swp,acqrel,8,1000000,16000000,225508046,69942464,225.508,69.942,14.0943,PASS
hit,16,swp,acqrel,9,1000000,16000000,225508959,69997760,225.509,69.998,14.0943,PASS
hit,16,swp,acquire,0,1000000,16000000,226100682,70148448,226.101,70.148,14.1313,PASS
hit,16,swp,acquire,1,1000000,16000000,226103530,70136992,226.104,70.137,14.1315,PASS
hit,16,swp,acquire,2,1000000,16000000,226093549,70149344,226.094,70.149,14.1308,PASS
hit,16,swp,acquire,3,1000000,16000000,226101922,70127680,226.102,70.128,14.1314,PASS
hit,16,swp,acquire,4,1000000,16000000,226104308,70149120,226.104,70.149,14.1315,PASS
hit,16,swp,acquire,5,1000000,16000000,226102702,70134336,226.103,70.134,14.1314,PASS
hit,16,swp,acquire,6,1000000,16000000,226095621,70134848,226.096,70.135,14.1310,PASS
hit,16,swp,acquire,7,1000000,16000000,226101743,70153280,226.102,70.153,14.1314,PASS
hit,16,swp,acquire,8,1000000,16000000,226097465,70158944,226.097,70.159,14.1311,PASS
hit,16,swp,acquire,9,1000000,16000000,226098922,70138976,226.099,70.139,14.1312,PASS
hit,16,swp,release,0,1000000,16000000,225507134,69964384,225.507,69.964,14.0942,PASS
hit,16,swp,release,1,1000000,16000000,225507703,69945184,225.508,69.945,14.0942,PASS
hit,16,swp,release,2,1000000,16000000,225506884,69942560,225.507,69.943,14.0942,PASS
